시도,군구,관광지,총계,2020,2021,2022,2023,2024
전라남도,광양시,국사봉 사계절썰매장,7724,1120,1474,5130,,
전라남도,광양시,김시식지,39878,6615,5823,9883,9792,7765
전라남도,광양시,느랭이골자연휴양림,17308,8105,5835,3368,,
전라남도,광양시,도선국사마을,154684,33059,28311,30396,29381,33537
전라남도,광양시,마동저수지 생태공원,575653,,197406,195317,182930,
전라남도,광양시,매천 황현선생 생가,27803,5087,3666,6037,7012,6001
전라남도,광양시,메아리마을,27942,3585,2793,5809,7020,8735
전라남도,광양시,백운산 자연휴양림,319970,33337,36010,54923,95228,100472
전라남도,광양시,백운산 치유의 숲 센터 ,70671,5689,8566,21152,19055,16209
전라남도,광양시,백운산 하천섬공원,228141,63605,49807,64748,49981,
전라남도,광양시,백운산등산로,1940066,550697,390035,710770,288564,
전라남도,광양시,백운산마을,27485,8738,3789,4484,5331,5143
전라남도,광양시,백학동마을,168992,29674,29523,32475,38035,39285
전라남도,광양시,봉강햇살촌,68427,13310,10852,16289,13671,14305
전라남도,광양시,사라실 라벤더 치유정원,23420,15420,0,8000,,
전라남도,광양시,섬진강 자전거길(섬진강 100리 테마로드),829412,46786,164749,272381,345496,
전라남도,광양시,옥룡사지 동백나무 숲,141434,23376,25996,27441,38900,25721
전라남도,광양시,윤동주 유고 보존 정병욱 가옥 ,163070,10096,13044,34093,56040,49797
전라남도,광양시,장도전수관(박물관),39678,3619,6350,9112,10207,10390
전라남도,광양시,점동마을 금광동굴,2267,,1141,1126,,
전라남도,광양시,청매실농원,3040525,948616,340046,299624,1452239,
전라남도,광양시,해오름육교 ,366242,,139491,129783,96968,
전라남도,광양시,형제의병장마을,19611,3607,2971,5000,5823,2210
전라남도,담양군,가마골생태공원,100425,20658,19153,20417,19999,20198
전라남도,담양군,곤충박물관,372279,41849,70052,85786,88581,86011
전라남도,담양군,금성산성,94677,20539,11677,45058,17403,
전라남도,담양군,담양 커피농장,42086,8718,7885,10808,7239,7436
전라남도,담양군,담양온천,699510,96679,79556,153762,189039,180474
전라남도,담양군,담양우표박물관,1710,,1710,,,
전라남도,담양군,대담미술관,154560,,736,28034,62926,62864
전라남도,담양군,라온야영장,39290,9342,8484,7056,7132,7276
전라남도,담양군,레이나CC,333214,59608,40829,85781,73167,73829
전라남도,담양군,메타세쿼이아가로수길,2298802,298842,386710,462348,511993,638909
전라남도,담양군,메타프로방스,2971407,913258,908218,448070,701861,
전라남도,담양군,명옥헌원림,689525,246753,207258,111236,124278,
전라남도,담양군,병풍산,151418,50423,31157,29523,40315,
전라남도,담양군,소쇄원,587122,116579,111792,126491,118703,113557
전라남도,담양군,식영정,31775,8772,8196,8260,6547,
전라남도,담양군,용마루길,1237014,292999,208116,428907,306992,
전라남도,담양군,죽녹원,3324602,625276,604798,725834,707182,661512
전라남도,담양군,죽향컨트리클럽,59917,51549,8368,,,
전라남도,담양군,죽화경,76705,8534,1658,20863,22298,23352
전라남도,담양군,창평슬로시티,720547,247174,219668,96917,156788,
전라남도,담양군,추억의골목,194102,17387,19308,63607,46598,47202
전라남도,담양군,추원산 골드캠핑장,9544,2141,1850,2090,1723,1740
전라남도,담양군,추월산입구,315847,77956,81731,90498,65662,
전라남도,담양군,한국가사문학관,116915,18379,16278,21043,12966,48249
전라남도,담양군,한국대나무박물관,123100,15802,14959,22824,29436,40079
전라남도,담양군,한재골,258804,26894,88729,73199,69982,
전라남도,담양군,해동문화예술촌,222247,,21556,145277,55414,
전라남도,곡성군,광주CC,752222,149848,151829,157331,147664,145550
전라남도,곡성군,대황강 출렁다리,227503,52375,62452,73095,39581,
전라남도,곡성군,도깨비마을,40858,7438,8805,8871,8559,7185
전라남도,곡성군,도림사,891255,112746,396265,251710,130534,
전라남도,곡성군,무창 농촌체험 휴양마을,6253,3808,2445,0,,
전라남도,곡성군,봉조 농촌체험 휴양마을,23202,1685,1786,3003,8158,8570
전라남도,곡성군,섬진강 기차마을,2452135,242299,376765,647972,602054,583045
전라남도,곡성군,섬진강 레일바이크,132560,20320,28861,33781,28589,21009
전라남도,곡성군,섬진강 천문대,51083,3121,5307,14400,14001,14254
전라남도,곡성군,섬진강자연학습원,30,30,0,,,
전라남도,곡성군,성륜사,129456,22634,17196,49109,40517,
전라남도,곡성군,심청문화센터,4469,3489,314,286,380,
전라남도,곡성군,옥과미술관,26774,5422,10814,10538,,
전라남도,곡성군,외가집체험마을,9433,1723,1338,1521,2074,2777
전라남도,곡성군,조태일시문학기념관,33116,3298,4519,9002,2188,14109
전라남도,곡성군,죽산 농촌체험 휴양마을,6714,1238,432,1437,2058,1549
전라남도,곡성군,청소년야영장,45867,5200,4309,11333,13583,11442
전라남도,곡성군,침실습지,180305,95947,64677,15505,4176,
전라남도,곡성군,태안사,65126,18699,18646,20251,7530,
전라남도,곡성군,하늘나리 농촌체험 휴양마을,38906,3882,6232,8835,9800,10157
전라남도,구례군,The-K 지리산가족호텔(온천이용),327202,52559,46280,48277,88557,91529
전라남도,구례군,구례군청소년수련관,5972,0,0,0,3606,2366
전라남도,구례군,구례목재문화체험장,46649,,7513,11648,10914,16574
전라남도,구례군,구례자연드림파크,307841,38813,43284,66090,76571,83083
전라남도,구례군,농협중앙회구례연수원,8529,1048,419,630,4055,2377
전라남도,구례군,산수유사랑공원,146287,19988,38906,30671,56722,
전라남도,구례군,섬진강대숲길,405607,46122,110071,133681,115733,
전라남도,구례군,섬진강어류생태관,338215,25919,3317,104674,74341,129964
전라남도,구례군,수락폭포,103931,27995,31489,23203,21244,
전라남도,구례군,야생화테마랜드,58516,10474,24006,4763,9812,9461
전라남도,구례군,오산사성암,556667,119821,146027,136549,154270,
전라남도,구례군,운조루유물전시관,40009,3951,7939,7675,10959,9485
전라남도,구례군,지리산국립공원(노고단),1224017,263830,237601,379506,343080,
전라남도,구례군,지리산국립공원(연곡사),434128,47721,117346,150934,118127,
전라남도,구례군,지리산국립공원(천은사),2369470,450607,552085,694255,672523,
전라남도,구례군,지리산국립공원(화엄사),2487153,396357,451694,819341,819761,
전라남도,구례군,지리산생태탐방연수원,139078,6142,21450,31085,40690,39711
전라남도,구례군,지리산온천랜드(온천이용),38370,38370,0,,,
전라남도,구례군,지리산치즈랜드,369553,7669,51704,50936,120830,138414
전라남도,구례군,지리산학생수련장,12264,161,568,2623,3969,4943
전라남도,구례군,천개의 향나무 숲,99602,,15730,25581,22626,35665
전라남도,구례군,피아골,125626,46822,19519,22342,21299,15644
전라남도,구례군,한국압화박물관,30615,3574,4164,6063,9004,7810
전라남도,고흥군,거금생태숲,48457,12541,10894,12352,12670,
전라남도,고흥군,거금해양낚시공원,37887,17703,5464,3914,5504,5302
전라남도,고흥군,고흥분청문화박물관,191653,23118,35048,41746,46247,45494
전라남도,고흥군,고흥우주천문과학관,69120,5867,11898,16405,17669,17281
전라남도,고흥군,국립고흥청소년우주체험센터,129522,7363,16711,29901,34094,41453
전라남도,고흥군,금강죽봉,0,,0,,,
전라남도,고흥군,김일 기념관,223208,33925,33224,52553,66059,37447
전라남도,고흥군,나로우주과학관,482700,51527,75740,129404,120763,105266
전라남도,고흥군,녹동항 인공섬,868228,195743,193630,236170,242685,
전라남도,고흥군,다도해상국립공원 팔영지구,153699,49084,50221,39571,14823,
전라남도,고흥군,두방산,22728,3062,2436,9870,7360,
전라남도,고흥군,마복산,60054,21067,24651,8902,5434,
전라남도,고흥군,마복산목재문화체험장,110559,20651,14450,22052,25959,27447
전라남도,고흥군,발포역사전시체험관,4964,618,870,1233,1333,910
전라남도,고흥군,봉래산,106151,22560,35645,37646,10300,
전라남도,고흥군,봉황산,70723,23015,20914,18382,8412,
전라남도,고흥군,북촌등대,515934,,235285,174811,105838,
전라남도,고흥군,소록도(한센인박물관),248672,76454,0,34690,137528,
전라남도,고흥군,시호도,105,79,26,,,
전라남도,고흥군,쌍충사,1495576,,262617,701384,336303,195272
전라남도,고흥군,애도,263862,29996,50674,74263,44960,63969
전라남도,고흥군,앵무새 체험장,22840,2030,1823,5936,5796,7255
전라남도,고흥군,연홍미술관,250798,18515,13477,25239,176535,17032
전라남도,고흥군,용바위공원,42630,1989,7613,15444,10816,6768
전라남도,고흥군,우주발사전망대,435368,57004,62890,109889,101813,103772
전라남도,고흥군,적대봉,93071,14044,10762,15859,52406,
전라남도,고흥군,천등산,17341,5835,5119,3716,2671,
전라남도,고흥군,천만송이 들국화정원,74874,,,35828,27524,11522
전라남도,고흥군,팔영산 편백치유의숲,250300,41923,62161,69514,76702,
전라남도,고흥군,팔영산자연휴양림,151933,12219,0,34810,60398,44506
전라남도,고흥군,해창만 오토캠핑장,33128,7436,10451,7508,5045,2688
전라남도,고흥군,행복마굿간,4265,,,1202,1777,1286
전라남도,고흥군,활개바위,0,,0,,,
전라남도,보성군,강골전통마을,0,0,0,0,,
전라남도,보성군,대한다원,1013283,204555,188652,222587,216524,180965
전라남도,보성군,득량만 바다낚시공원,10798,3296,4384,1496,821,801
전라남도,보성군,미력옹기,4330,869,1059,969,943,490
전라남도,보성군,방진관,5441,3097,804,538,652,350
전라남도,보성군,벌교금융조합,62191,3209,12680,13822,16407,16073
전라남도,보성군,보성CC,211879,92650,97286,21943,,
전라남도,보성군,보성군 티벳박물관,21187,2583,3738,6061,4514,4291
전라남도,보성군,보성군백민미술관,82673,16097,15841,18179,14937,17619
전라남도,보성군,보성비봉공룡공원,121866,33569,75421,12876,,
전라남도,보성군,율포해수녹차센터,736490,74975,62122,140726,226419,232248
전라남도,보성군,율포해수풀장,0,0,0,0,,
전라남도,보성군,일림산 입구,97366,22152,23187,25282,26745,
전라남도,보성군,제암산 자연휴양림,489115,53089,68252,111013,94978,161783
전라남도,보성군,천연염색공예관,3282,814,1000,1085,241,142
전라남도,보성군,태백산맥문학관,99889,10259,14641,22768,26608,25613
전라남도,보성군,한국차박물관,392076,34710,39184,58571,138333,121278
전라남도,화순군,PGA골프장,58958,10848,19158,18495,6116,4341
전라남도,화순군,공룡발자국화석지,38276,4536,9002,12614,12124,
전라남도,화순군,금호화순리조트(아쿠아나),848858,171514,43314,167283,229099,237648
전라남도,화순군,남광주컨트리클럽,455557,86076,91029,93982,91610,92860
전라남도,화순군,남산공원,377134,,,179868,197266,
전라남도,화순군,너릿재옛길,426464,,,207907,218557,
전라남도,화순군,동구리호수공원,350847,,,208964,141883,
전라남도,화순군,무등산 컨트리클럽,789449,157374,155716,158798,157681,159880
전라남도,화순군,무등산 편백자연휴양림,98366,22036,15582,19754,21467,19527
전라남도,화순군,무등산국립공원(교리),3255,1282,1391,349,233,
전라남도,화순군,무등산국립공원(너릿재),35540,10320,9745,10010,5465,
전라남도,화순군,무등산국립공원(도원마을),41570,13758,12215,9199,6398,
전라남도,화순군,무등산국립공원(들국화마을),19807,3286,3380,4004,9137,
전라남도,화순군,무등산국립공원(만연사),899874,232634,193979,249147,224114,
전라남도,화순군,무등산국립공원(상상-규봉),20923,7817,5905,5614,1587,
전라남도,화순군,무등산국립공원(안양산),14500,3278,3399,5881,1942,
전라남도,화순군,무등산국립공원(장불재),73630,10785,10148,24522,28175,
전라남도,화순군,무등산국립공원(큰재),112410,47818,38391,12652,13549,
전라남도,화순군,백아산,36054,,14492,12633,8929,
전라남도,화순군,백아산자연휴양림,82886,6388,4263,17515,22851,31869
전라남도,화순군,세계거석테마파크,67040,,,17464,49576,
전라남도,화순군,세량지,468649,,170743,160141,137765,
전라남도,화순군,쌍봉사,117764,13738,21980,26881,28255,26910
전라남도,화순군,연둔리 숲정이,75093,,29477,24896,20720,
